Profile,Driver Type,Driver Value,Agent Type,Agent Value,Fuel Cost,EMI,Maintenance,Insurance,Road Tax,Miscellaneous,Daily Target
City Taxi,Fixed Amount,300,Fixed Amount,200,180,100,40,20,15,25,1500
